 424.00 KB	diffutils
 425.00 KB	libgts-0.7-5
 426.00 KB	console-setup
 429.00 KB	libsecret-1-0
 432.00 KB	libgtk-3-common
 432.00 KB	upower
 433.00 KB	libexpat1
 433.00 KB	libfdisk1
 434.00 KB	xfonts-utils
 435.00 KB	libxmlsec1
 436.00 KB	unattended-upgrades
 437.00 KB	fdisk
 439.00 KB	libpsm-infinipath1
 439.00 KB	libwebp7
 440.00 KB	hicolor-icon-theme
 443.00 KB	node-js-yaml
 444.00 KB	curl
 447.00 KB	lsof
 448.00 KB	libgd3
 448.00 KB	python3-urllib3
 452.00 KB	psmisc
 456.00 KB	libgssapi-krb5-2
 457.00 KB	libdbus-1-3
 458.00 KB	geoclue-2.0
 458.00 KB	libparted2
 459.00 KB	python3-serial
 461.00 KB	libgcr-ui-3-1
 461.00 KB	libreadline8
 463.00 KB	libpackagekit-glib2-18
 467.00 KB	libxt6
 469.00 KB	bolt
 472.00 KB	gnome-remote-desktop
 473.00 KB	gnupg
 473.00 KB	node-esprima
 475.00 KB	cryptsetup
 478.00 KB	docutils-common
 480.00 KB	gpgsm
 481.00 KB	imagemagick-6-common
 481.00 KB	libhtml-tree-perl
 486.00 KB	libssh-4
 491.00 KB	libnss-systemd
 492.00 KB	libisns0
 493.00 KB	libdevmapper1.02.1
 494.00 KB	libvulkan1
 495.00 KB	libxaw7
 495.00 KB	netplan.io
 496.00 KB	grep
 499.00 KB	libxslt1.1
 500.00 KB	accountsservice
 502.00 KB	libbabeltrace1
 504.00 KB	binutils-common
 508.00 KB	pipewire-media-session
 510.00 KB	libisc-export1105
 511.00 KB	python3.10-dev
 512.00 KB	debconf
 516.00 KB	libgdk-pixbuf-2.0-0
 520.00 KB	lua-luv
 520.00 KB	polkitd
 528.00 KB	libsndfile1
 529.00 KB	python3-yaml
 531.00 KB	zip
 532.00 KB	bind9-dnsutils
 532.00 KB	libgvpr2
 533.00 KB	libz3-dev
 541.00 KB	node-got
 542.00 KB	xdg-user-dirs
 543.00 KB	libjpeg-turbo8
 544.00 KB	libgmp10
 546.00 KB	python3-jinja2
 547.00 KB	klibc-utils
 551.00 KB	libheif1
 551.00 KB	libluajit-5.1-2
 552.00 KB	libxml-twig-perl
 553.00 KB	python3-debian
 556.00 KB	python3-oauthlib
 558.00 KB	libtinfo6
 561.00 KB	libio-socket-ssl-perl
 563.00 KB	libjs-source-map
 563.00 KB	libpango-1.0-0
 566.00 KB	libldap-2.5-0
 567.00 KB	libglx-mesa0
 567.00 KB	x11-xserver-utils
 569.00 KB	libvte-2.91-0
 572.00 KB	libcryptsetup12
 574.00 KB	libext2fs2
 576.00 KB	libappstream4
 581.00 KB	libtiff5
 581.00 KB	python3-pkg-resources
 582.00 KB	dbus
 584.00 KB	cryptsetup-bin
 592.00 KB	landscape-client
 592.00 KB	libfwupdplugin5
 592.00 KB	zlib1g-dev
 595.00 KB	gpg-agent
 595.00 KB	libthai-data
 597.00 KB	cracklib-runtime
 598.00 KB	python3-apport
 598.00 KB	sane-utils
 599.00 KB	alsa-ucm-conf
 608.00 KB	adduser
 610.00 KB	libsource-highlight4v5
 614.00 KB	portaudio19-dev
 616.00 KB	libcolord2
 620.00 KB	findutils
 621.00 KB	libpcre2-8-0
 622.00 KB	libnet-dbus-perl
 623.00 KB	libtss2-esys-3.0.2-0
 624.00 KB	byobu
 630.00 KB	ethtool
 632.00 KB	libuv1-dev
 634.00 KB	python3.10
 636.00 KB	libkf5codecs-data
 639.00 KB	python3-distupgrade
 646.00 KB	ncurses-bin
 649.00 KB	libpam-systemd
 653.00 KB	libgl1
 668.00 KB	fprintd
 673.00 KB	isc-dhcp-client
 676.00 KB	dirmngr
 677.00 KB	gir1.2-glib-2.0
 677.00 KB	libasound2-dev
 678.00 KB	icu-devtools
 678.00 KB	libsnmp-base
 679.00 KB	libgcr-base-3-1
 679.00 KB	libjs-jquery
 683.00 KB	libpcre3
 684.00 KB	libmbim-glib4
 684.00 KB	libxcb1-dev
 686.00 KB	lib32quadmath0
 691.00 KB	libxml-parser-perl
 696.00 KB	llvm-12-runtime
 701.00 KB	libgles-dev
 704.00 KB	libvorbisenc2
 705.00 KB	python3-apt
 708.00 KB	libpixman-1-0
 709.00 KB	x11-utils
 715.00 KB	usb.ids
 717.00 KB	perl
 720.00 KB	libtirpc-dev
 725.00 KB	libglvnd0
 726.00 KB	gdisk
 729.00 KB	libdw1
 734.00 KB	signond
 735.00 KB	libsepol2
 739.00 KB	gdbserver
 747.00 KB	python3-gi
 757.00 KB	python3-distutils
 759.00 KB	freeglut3-dev
 765.00 KB	dictionaries-common
 772.00 KB	libcurl3-gnutls
 784.00 KB	libbrotli1
 784.00 KB	libcups2
 787.00 KB	debconf-i18n
 787.00 KB	gnupg-utils
 788.00 KB	libcurl4
 788.00 KB	libde265-0
 792.00 KB	apt-utils
 795.00 KB	rsync
 816.00 KB	apport
 816.00 KB	libkf5coreaddons-data
 822.00 KB	libc++1-10
 830.00 KB	ufw
 835.00 KB	libudisks2-0
 839.00 KB	libstemmer0d
 840.00 KB	dnsmasq-base
 842.00 KB	keyboard-configuration
 846.00 KB	libzstd1
 849.00 KB	info
 860.00 KB	libharfbuzz0b
 860.00 KB	nano
 870.00 KB	libfreetype6
 876.00 KB	libarchive13
 878.00 KB	hunspell-en-us
 888.00 KB	login
 888.00 KB	system-config-printer-common
 889.00 KB	ibverbs-providers
 907.00 KB	nodejs
 913.00 KB	libnftables1
 916.00 KB	system-config-printer
 921.00 KB	lshw
 924.00 KB	plymouth
 928.00 KB	wget
 934.00 KB	libblkid-dev
 945.00 KB	libexpat1-dev
 960.00 KB	tar
 961.00 KB	libglu1-mesa-dev
 961.00 KB	python3-zope.interface
 990.00 KB	colord
 996.00 KB	gnome-control-center-data
 996.00 KB	libsystemd0
1004.00 KB	wamerican
1005.00 KB	screen
   1.00 MB	tmux
   1.00 MB	libpulse0
   1.03 MB	libkrb5-3
   1.04 MB	python3-chardet
   1.06 MB	ppp
   1.09 MB	gpg
   1.10 MB	xdg-desktop-portal
   1.11 MB	libpam-modules
   1.13 MB	libasound2
   1.13 MB	fonts-noto-mono
   1.14 MB	gyp
   1.15 MB	udisks2
   1.15 MB	mdadm
   1.19 MB	multipath-tools
   1.20 MB	open-iscsi
   1.21 MB	libkf5configwidgets-data
   1.22 MB	ibus
   1.23 MB	libmm-glib0
   1.23 MB	ubuntu-pro-client
   1.25 MB	pci.ids
   1.26 MB	libp11-kit0
   1.27 MB	ntfs-3g
   1.28 MB	libdav1d5
   1.30 MB	kbd
   1.30 MB	gnome-settings-daemon
   1.30 MB	dos2unix
   1.31 MB	libmagickwand-6.q16-6
   1.31 MB	libnet-ssleay-perl
   1.32 MB	libcairo2
   1.32 MB	libgcrypt20
   1.32 MB	sgml-data
   1.32 MB	libgl-dev
   1.34 MB	libxt-dev
   1.34 MB	tcpdump
   1.35 MB	libepoxy0
   1.35 MB	libx11-6
   1.36 MB	procps
   1.39 MB	pipewire-bin
   1.39 MB	thin-provisioning-tools
   1.39 MB	tilix-common
   1.40 MB	libx11-data
   1.40 MB	libobjc-11-dev
   1.42 MB	rygel
   1.43 MB	bash-completion
   1.43 MB	update-notifier-common
   1.46 MB	llvm-15-runtime
   1.47 MB	openssh-server
   1.48 MB	e2fsprogs
   1.55 MB	python3-cryptography
   1.55 MB	packagekit
   1.56 MB	libsqlite3-0
   1.59 MB	libslang2
   1.62 MB	zstd
   1.63 MB	manpages
   1.64 MB	gawk
   1.64 MB	x11proto-dev
   1.69 MB	vim-tiny
   1.71 MB	libunistring2
   1.71 MB	python3-setuptools
   1.71 MB	libdb5.3
   1.71 MB	rsyslog
   1.72 MB	llvm-12-tools
   1.72 MB	python3-launchpadlib
   1.73 MB	language-selector-common
   1.76 MB	libabsl20210324
   1.82 MB	bash
   1.84 MB	libgvc6
   1.86 MB	gdm3
   1.86 MB	libgrpc++1
   1.95 MB	strace
   1.96 MB	libxapian30
   1.98 MB	autoconf
   2.00 MB	openssl
   2.02 MB	llvm-15-tools
   2.04 MB	fonts-liberation
   2.04 MB	sosreport
   2.05 MB	libxml2
   2.06 MB	libjs-highlight.js
   2.08 MB	network-manager-gnome
   2.08 MB	docbook-xml
   2.11 MB	libisl23
   2.11 MB	git-man
   2.12 MB	console-setup-linux
   2.16 MB	libgtk-4-common
   2.19 MB	busybox-static
   2.20 MB	libfftw3-double3
   2.21 MB	libglm-dev
   2.21 MB	libdns-export1110
   2.23 MB	libgnutls30
   2.27 MB	passwd
   2.28 MB	libjack-dev
   2.29 MB	libdpkg-perl
   2.30 MB	libncurses-dev
   2.33 MB	xterm
   2.37 MB	graphviz
   2.38 MB	fzf
   2.39 MB	libx32stdc++6
   2.43 MB	liblab-gamut1
   2.43 MB	libx11-dev
   2.43 MB	dpkg-dev
   2.44 MB	lib32ubsan1
   2.45 MB	sudo
   2.46 MB	libx32ubsan1
   2.48 MB	libc-bin
   2.53 MB	libpfm4
   2.58 MB	npm
   2.60 MB	lib32stdc++6
   2.61 MB	libubsan1
   2.62 MB	apparmor
   2.68 MB	shared-mime-info
   2.69 MB	libstdc++6
   2.71 MB	libbinutils
   2.72 MB	xfsprogs
   2.72 MB	sg3-utils
   2.76 MB	man-db
   2.77 MB	iptables
   2.78 MB	libprotobuf23
   2.81 MB	iproute2
   2.87 MB	liblvm2cmd2.03
   2.88 MB	fonts-dejavu-core
   2.89 MB	liblsan0
   2.90 MB	evolution-data-server
   2.91 MB	libgstreamer1.0-0
   2.94 MB	libboost-regex1.74.0
   2.97 MB	gnome-keyring
   3.01 MB	librust-libc-dev
   3.02 MB	openssh-client
   3.02 MB	libgs9-common
   3.05 MB	cloud-init
   3.09 MB	open-vm-tools
   3.12 MB	libapt-pkg6.0
   3.13 MB	xserver-xorg-video-intel
   3.25 MB	libxml2-dev
   3.32 MB	util-linux
   3.33 MB	libmpfr6
   3.33 MB	tilix
   3.36 MB	groff-base
   3.40 MB	bind9-libs
   3.58 MB	bluez
   3.72 MB	libqmi-glib5
   3.74 MB	wpasupplicant
   3.80 MB	tzdata
   3.83 MB	gnome-shell
   3.83 MB	llvm-12-linker-tools
   3.84 MB	vim
   3.85 MB	manpages-dev
   3.88 MB	xserver-xorg-core
   3.91 MB	libnss3
   3.93 MB	python3-pygments
   3.93 MB	libssl1.1
   3.94 MB	lvm2
   3.99 MB	libglib2.0-0
   4.00 MB	libtcl8.6
   4.04 MB	apt
   4.05 MB	ripgrep
   4.09 MB	btrfs-progs
   4.14 MB	llvm-15-linker-tools
   4.14 MB	xkb-data
   4.15 MB	ncurses-term
   4.24 MB	fonts-ubuntu
   4.26 MB	node-jsdom
   4.31 MB	fonts-mathjax
   4.33 MB	gsfonts
   4.35 MB	neovim
   4.44 MB	libopenmpi-dev
   4.46 MB	pulseaudio
   4.60 MB	modemmanager
   4.68 MB	libpython3.8-minimal
   4.69 MB	libsane-common
   5.00 MB	libpython3.10-minimal
   5.11 MB	adwaita-icon-theme
   5.16 MB	libaom3
   5.20 MB	ipp-usb
   5.36 MB	python3.8-minimal
   5.46 MB	ubuntu-mono
   5.63 MB	libpython3.10
   5.70 MB	libssl3
   5.74 MB	libqt5core5a
   5.79 MB	python3.10-minimal
   5.86 MB	libnode-dev
   5.91 MB	libgtk2.0-0
   6.09 MB	libphobos2-ldc-shared98
   6.19 MB	libc++-10-dev
   6.42 MB	libx32asan6
   6.50 MB	libmagickcore-6.q16-6
   6.51 MB	lib32asan6
   6.58 MB	dpkg
   6.58 MB	fwupd
   6.65 MB	libgrpc10
   6.72 MB	python3-pip
   6.82 MB	libx32gcc-11-dev
   6.83 MB	linux-libc-dev
   6.84 MB	librust-winapi-dev
   6.95 MB	coreutils
   6.96 MB	libmagic-mgc
   7.00 MB	xfonts-base
   7.06 MB	network-manager
   7.08 MB	libtsan0
   7.09 MB	libc6-dev-i386
   7.17 MB	fonts-droid-fallback
   7.34 MB	libasan6
   7.55 MB	perl-base
   7.76 MB	lib32gcc-11-dev
   7.93 MB	libpython3.10-stdlib
   7.97 MB	yaru-theme-gnome-shell
   8.06 MB	libc6-dev-x32
   8.27 MB	cmake-data
   8.40 MB	libgtk-4-1
   9.07 MB	nodejs-doc
   9.28 MB	udev
   9.67 MB	node-lodash-packages
  10.04 MB	libgtk-3-0
  10.19 MB	binutils-x86-64-linux-gnu
  10.30 MB	clang-12-doc
  10.51 MB	librsvg2-2
  10.57 MB	clangd-12
  10.83 MB	fonts-urw-base35
  10.88 MB	gcc-10-doc
  11.05 MB	gdb
  11.77 MB	libqt5gui5
  11.82 MB	libssl-dev
  11.92 MB	libc6-i386
  12.27 MB	libc6-x32
  12.37 MB	python3-twisted
  12.45 MB	libgtkd-3-0
  12.73 MB	libc6-dev
  12.78 MB	poppler-data
  13.26 MB	docker-ce-rootless-extras
  13.28 MB	libc6
  13.30 MB	libgcc-10-dev
  13.43 MB	libgcc-9-dev
  13.57 MB	libgcc-11-dev
  14.61 MB	libasan5
  15.23 MB	libgl1-amber-dri
  15.23 MB	libz3-4
  15.50 MB	libx265-199
  15.91 MB	systemd
  16.67 MB	locales
  17.08 MB	doxygen
  17.26 MB	perl-modules-5.34
  17.27 MB	libstdc++-10-dev
  17.82 MB	libc6-dbg
  18.32 MB	libstdc++-11-dev
  19.31 MB	iso-codes
  19.39 MB	neovim-runtime
  19.94 MB	libpython3.10-dev
  20.18 MB	humanity-icon-theme
  24.48 MB	libgs9
  25.17 MB	libclang1-12
  25.55 MB	cpp-10
  25.67 MB	cpp-11
  25.79 MB	python-babel-localedata
  27.37 MB	cpp-9
  27.69 MB	g++-10
  27.78 MB	libperl5.34
  28.21 MB	g++-11
  29.20 MB	gcc-9
  29.26 MB	libclang1-14
  30.47 MB	libclang1-15
  31.24 MB	libgl1-mesa-dri
  32.01 MB	vim-runtime
  33.64 MB	libicu70
  39.30 MB	libnode72
  40.49 MB	libjs-mathjax
  41.36 MB	docker-ce-cli
  42.11 MB	llvm-12
  44.43 MB	git
  44.94 MB	libicu-dev
  45.42 MB	libclang-cpp12
  48.45 MB	mesa-vulkan-drivers
  50.80 MB	guile-3.0-libs
  50.85 MB	llvm-15
  51.38 MB	gcc-10
  51.51 MB	gcc-11
  55.91 MB	libclang-cpp14
  57.16 MB	mingw-w64-common
  58.46 MB	libclang-common-12-dev
  58.52 MB	libclang-cpp15
  66.34 MB	libclang-common-15-dev
  70.85 MB	docker-compose-plugin
  75.67 MB	valgrind
  79.70 MB	libllvm11
  83.09 MB	docker-ce
  91.11 MB	libllvm12
  91.53 MB	mingw-w64-x86-64-dev
  92.23 MB	docker-buildx-plugin
 104.12 MB	snapd
 104.41 MB	libllvm14
 110.49 MB	libstdc++-10-doc
 111.53 MB	libllvm15
 115.85 MB	containerd.io
 182.64 MB	libclang-12-dev
 232.84 MB	llvm-12-dev
 286.28 MB	llvm-15-dev
